id,service_area_code,service_area_name,state,city,pincode,active_status,effective_from,effective_to,created_at,updated_at
1538,ENUPGKP,Gorakhpur,Uttar Pradesh,Sant Kabeer Nagar,272164,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1539,ENUPGKP,Gorakhpur,Uttar Pradesh,Sant Kabeer Nagar,272175,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1540,ENUPGKP,Gorakhpur,Uttar Pradesh,Siddharth Nagar,272191,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1541,ENUPGKP,Gorakhpur,Uttar Pradesh,Siddharth Nagar,272192,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1542,ENUPGKP,Gorakhpur,Uttar Pradesh,Siddharth Nagar,272207,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1543,ENUPGKP,Gorakhpur,Uttar Pradesh,Gorakhpur,272209,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1544,ENUPGKP,Gorakhpur,Uttar Pradesh,Sant Kabeer Nagar,272270,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1545,ENUPGKP,Gorakhpur,Uttar Pradesh,Sant Kabeer Nagar,272271,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1546,ENUPAYD,Ayodhya,Uttar Pradesh,Basti,272301,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1547,ENUPGKP,Gorakhpur,Uttar Pradesh,Gorakhpur,273001,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1548,ENUPGKP,Gorakhpur,Uttar Pradesh,Gorakhpur,273003,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1549,ENUPGKP,Gorakhpur,Uttar Pradesh,Gorakhpur,273004,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1550,ENUPGKP,Gorakhpur,Uttar Pradesh,Gorakhpur,273005,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1551,ENUPGKP,Gorakhpur,Uttar Pradesh,GORAKHPUR,273006,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1552,ENUPGKP,Gorakhpur,Uttar Pradesh,Gorakhpur,273007,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1553,ENUPGKP,Gorakhpur,Uttar Pradesh,GORAKHPUR,273008,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1554,ENUPGKP,Gorakhpur,Uttar Pradesh,Gorakhpur,273009,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1555,ENUPGKP,Gorakhpur,Uttar Pradesh,Gorakhpur,273013,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1556,ENUPGKP,Gorakhpur,Uttar Pradesh,GORAKHPUR,273015,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1557,ENUPGKP,Gorakhpur,Uttar Pradesh,Gorakhpur,273016,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1558,ENUPGKP,Gorakhpur,Uttar Pradesh,Gorakhpur,273017,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1559,ENUPGKP,Gorakhpur,Uttar Pradesh,Gorakhpur,273151,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1560,ENUPGKP,Gorakhpur,Uttar Pradesh,Gorakhpur,273155,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1561,ENUPGKP,Gorakhpur,Uttar Pradesh,Maharajganj,273163,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1562,ENUPGKP,Gorakhpur,Uttar Pradesh,Gorakhpur,273164,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1563,ENUPGKP,Gorakhpur,Uttar Pradesh,Gorakhpur,273165,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1564,ENUPGKP,Gorakhpur,Uttar Pradesh,Gorakhpur,273201,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1565,ENUPGKP,Gorakhpur,Uttar Pradesh,Gorakhpur,273202,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1566,ENUPGKP,Gorakhpur,Uttar Pradesh,Gorakhpur,273209,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1567,ENUPGKP,Gorakhpur,Uttar Pradesh,GORAKHPUR,273211,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1568,ENUPGKP,Gorakhpur,Uttar Pradesh,Gorakhpur,273212,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1569,ENUPGKP,Gorakhpur,Uttar Pradesh,Gorakhpur,273303,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1570,ENUPGKP,Gorakhpur,Uttar Pradesh,Maharajganj,273304,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1571,ENUPGKP,Gorakhpur,Uttar Pradesh,Maharajganj,273307,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1572,ENUPGKP,Gorakhpur,Uttar Pradesh,Gorakhpur,273401,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1573,ENUPGKP,Gorakhpur,Uttar Pradesh,Gorakhpur,273402,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1574,ENUPGKP,Gorakhpur,Uttar Pradesh,Gorakhpur,273407,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1575,ENUPGKP,Gorakhpur,Uttar Pradesh,Gorakhpur,273413,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1576,ENUPBLA,Ballia,Uttar Pradesh,Deoria,274001,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1577,ENUPBLA,Ballia,Uttar Pradesh,Deoria,274122,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1578,ENUPBLA,Ballia,Uttar Pradesh,Deoria,274132,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1579,ENUPDEO,Deoria,Uttar Pradesh,Kushi Nagar,274149,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1580,ENUPBLA,Ballia,Uttar Pradesh,Deoria,274201,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1581,ENUPBLA,Ballia,Uttar Pradesh,Deoria,274202,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1582,ENUPGKP,Gorakhpur,Uttar Pradesh,Gorakhpur,274203,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1583,ENUPBLA,Ballia,Uttar Pradesh,Deoria,274204,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1584,ENUPBLA,Ballia,Uttar Pradesh,Deoria,274206,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1585,ENUPDEO,Deoria,Uttar Pradesh,Kushi Nagar,274207,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1586,ENUPGKP,Gorakhpur,Uttar Pradesh,Gorakhpur,274301,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1587,ENUPDEO,Deoria,Uttar Pradesh,Kushi Nagar,274302,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1588,ENUPDEO,Deoria,Uttar Pradesh,Kushi Nagar,274303,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1589,ENUPGKP,Gorakhpur,Uttar Pradesh,Kushi Nagar,274304,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1590,ENUPDEO,Deoria,Uttar Pradesh,Kushi Nagar,274305,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1591,ENUPDEO,Deoria,Uttar Pradesh,Kushi Nagar,274306,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1592,ENUPGKP,Gorakhpur,Uttar Pradesh,Gorakhpur,274401,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1593,ENUPDEO,Deoria,Uttar Pradesh,Kushi Nagar,274402,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1594,ENUPDEO,Deoria,Uttar Pradesh,Kushi Nagar,274403,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1595,ENUPBLA,Ballia,Uttar Pradesh,Deoria,274404,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1596,ENUPBLA,Ballia,Uttar Pradesh,Deoria,274405,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1597,ENUPDEO,Deoria,Uttar Pradesh,Kushi Nagar,274406,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1598,ENUPDEO,Deoria,Uttar Pradesh,Kushi Nagar,274407,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1599,ENUPBLA,Ballia,Uttar Pradesh,Deoria,274408,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1600,ENUPBLA,Ballia,Uttar Pradesh,Deoria,274502,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1601,ENUPBLA,Ballia,Uttar Pradesh,Deoria,274506,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1602,ENUPBLA,Ballia,Uttar Pradesh,Deoria,274508,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1603,ENUPBLA,Ballia,Uttar Pradesh,Deoria,274509,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1604,ENUPBLA,Ballia,Uttar Pradesh,Deoria,274601,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1605,ENUPBLA,Ballia,Uttar Pradesh,Deoria,274603,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1606,ENUPBLA,Ballia,Uttar Pradesh,DEORIA,274604,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1607,ENUPBLA,Ballia,Uttar Pradesh,Deoria,274701,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1608,ENUPBLA,Ballia,Uttar Pradesh,Deoria,274702,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1609,ENUPBLA,Ballia,Uttar Pradesh,Deoria,274703,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1610,ENUPDEO,Deoria,Uttar Pradesh,Kushi Nagar,274802,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1611,ENUPBLA,Ballia,Uttar Pradesh,Mau,275101,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1612,ENUPBLA,Ballia,Uttar Pradesh,Mau,275304,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1613,ENUPVNS,Varanasi,Uttar Pradesh,Azamgarh,276001,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1614,ENUPVNS,Varanasi,Uttar Pradesh,Azamgarh,276125,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1615,ENUPVNS,Varanasi,Uttar Pradesh,Azamgarh,276127,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1616,ENUPBLA,Ballia,Uttar Pradesh,MAU,276129,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1617,ENUPVNS,Varanasi,Uttar Pradesh,Azamgarh,276131,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1618,ENUPVNS,Varanasi,Uttar Pradesh,Azamgarh,276140,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1619,ENUPVNS,Varanasi,Uttar Pradesh,Azamgarh,276142,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1620,ENUPVNS,Varanasi,Uttar Pradesh,Azmagarh,276203,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1621,ENUPVNS,Varanasi,Uttar Pradesh,Azamgarh,276404,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1622,ENUPBLA,Ballia,Uttar Pradesh,Ballia,277001,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1623,ENUPLKC,Lucknow C,Uttar Pradesh,Lucknow,277107,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1624,ENUPBLA,Ballia,Uttar Pradesh,Ballia,277123,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1625,ENUPBLA,Ballia,Uttar Pradesh,Ballia,277202,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1626,ENUPBLA,Ballia,Uttar Pradesh,Ballia,277207,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1627,ENUPBLA,Ballia,Uttar Pradesh,Ballia,277208,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1628,ENUPBLA,Ballia,Uttar Pradesh,Ballia,277209,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1629,ENUPBLA,Ballia,Uttar Pradesh,Ballia,277216,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1630,ENUPBLA,Ballia,Uttar Pradesh,Ballia,277303,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1631,ENUPBLA,Ballia,Uttar Pradesh,Ballia,277504,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1632,ENUPAGA,Agra A,Uttar Pradesh,Agra,280001,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1633,ENUPMTH,Mathura,Uttar Pradesh,Mathura,281001,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1634,ENUPMTH,Mathura,Uttar Pradesh,Mathura,281004,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1635,ENUPMTH,Mathura,Uttar Pradesh,Mathura,281005,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1636,ENUPMTH,Mathura,Uttar Pradesh,Mathura,281006,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1637,ENUPAGA,Agra A,Uttar Pradesh,Agra,281010,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1638,ENUPMTH,Mathura,Uttar Pradesh,Mathura,281121,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1639,ENUPMTH,Mathura,Uttar Pradesh,Mathura,281122,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1640,ENUPMTH,Mathura,Uttar Pradesh,Mathura,281123,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1641,ENUPMTH,Mathura,Uttar Pradesh,Mathura,281201,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1642,ENUPMTH,Mathura,Uttar Pradesh,Mathura,281202,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1643,ENUPMTH,Mathura,Uttar Pradesh,Mathura,281203,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1644,ENUPMTH,Mathura,Uttar Pradesh,Mathura,281204,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1645,ENUPMTH,Mathura,Uttar Pradesh,Mathura,281205,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1646,ENUPMTH,Mathura,Uttar Pradesh,Mathura,281206,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1647,ENUKDHA,Dehradun A,Uttarakhand,"Mahavan,Mathura",281301,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1648,ENUPFRB,Firozabad,Uttar Pradesh,Hathras,281302,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1649,ENUPNOD,Noida,Uttar Pradesh,Mathura,281303,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1650,ENUPMTH,Mathura,Uttar Pradesh,Mathura,281305,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1651,ENUPFRB,Firozabad,Uttar Pradesh,Hathras,281306,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1652,ENUPMTH,Mathura,Uttar Pradesh,Mathura,281308,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1653,ENUPMTH,Mathura,Uttar Pradesh,Mathura,281401,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1654,ENUPMTH,Mathura,Uttar Pradesh,Vrindaban,281403,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1655,ENUPMTH,Mathura,Uttar Pradesh,Kosi Kalan,281405,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1656,ENUPMTH,Mathura,Uttar Pradesh,Mathura,281406,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1657,ENUPMTH,Mathura,Uttar Pradesh,Mathura,281502,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1658,ENUPAGB,Agra B,Uttar Pradesh,Agra,282001,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1659,ENUPAGA,Agra A,Uttar Pradesh,Agra,282002,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1660,ENUPAGB,Agra B,Uttar Pradesh,Agra,282003,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1661,ENUPAGA,Agra A,Uttar Pradesh,Agra,282004,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1662,ENUPAGA,Agra A,Uttar Pradesh,Agra,282005,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1663,ENUPAGA,Agra A,Uttar Pradesh,Agra,282006,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1664,ENUPAGB,Agra B,Uttar Pradesh,Agra,282007,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1665,ENUPAGB,Agra B,Uttar Pradesh,Agra,282008,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1666,ENUPAGA,Agra A,Uttar Pradesh,Agra,282010,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1667,ENUPAGA,Agra A,Uttar Pradesh,Agra,282028,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1668,ENUPAGB,Agra B,Uttar Pradesh,Agra,283101,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1669,ENUPAGB,Agra B,Uttar Pradesh,Agra,283102,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
1670,ENUPAGB,Agra B,Uttar Pradesh,Agra,283104,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
