id,service_area_code,service_area_name,state,city,pincode,active_status,effective_from,effective_to,created_at,updated_at
3975,ESTGHYA,Hyderabad A,Telangana,SIDDIPET,505467,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
3976,ESTGHYA,Hyderabad A,Telangana,KARIM NAGAR,505468,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
3977,ESTGHYD,Hyderabad D,Telangana,Warangal,506001,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
3978,ESTGHYE,Hyderabad E,Telangana,Warangal,506002,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
3979,ESTGHYA,Hyderabad A,Telangana,Warangal,506003,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
3980,ESTGHYE,Hyderabad E,Telangana,Warangal,506004,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
3981,ESTGHYE,Hyderabad E,Telangana,Warangal,506009,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
3982,ESTGHYD,Hyderabad D,Telangana,Warangal,506012,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
3983,ESTGHYA,Hyderabad A,Telangana,Warangal,506101,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
3984,ESTGHYA,Hyderabad A,Telangana,Warangal,506112,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
3985,ESTGHYA,Hyderabad A,Telangana,Warangal,506132,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
3986,ESTGHYA,Hyderabad A,Telangana,Warangal,506163,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
3987,ESTGHYA,Hyderabad A,Telangana,Warangal,506164,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
3988,ESTGHYA,Hyderabad A,Telangana,Warangal,506167,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
3989,ESAPVIA,Vijaywada A,Andhra Pradesh,Parkal,506169,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
3990,ESTGHYA,Hyderabad A,Telangana,Warangal,506315,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
3991,ESTGHYA,Hyderabad A,Telangana,Parkal,506343,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
3992,ESTGHYD,Hyderabad D,Telangana,Warangal Urban,506371,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
3993,ESTGHYE,Hyderabad E,Telangana,Khammam,507001,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
3994,ESTGHYE,Hyderabad E,Telangana,Khammam,507002,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
3995,ESTGHYA,Hyderabad A,Telangana,KHAMMAM,507003,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
3996,ESTGHYE,Hyderabad E,Telangana,KOTHAGUDEM COLLS,507101,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
3997,ESTGHYA,Hyderabad A,Telangana,KOTHAGUDEM,507123,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
3998,ESTGHYA,Hyderabad A,Telangana,KOTHAGUDEM COLLS,507125,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
3999,ESTGHYA,Hyderabad A,Telangana,KHAMMAM,507209,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4000,ESTGHYA,Hyderabad A,Telangana,KOTHAGUDEM,507303,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4001,ESTGHYD,Hyderabad D,Telangana,Nalgonda,508001,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4002,ESTGHYD,Hyderabad D,Telangana,Chityal,508114,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4003,ESTGHYB,Hyderabad B,Telangana,Yadadri Bhuvanagiri,508115,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4004,ESTGHYB,Hyderabad B,Telangana,Yadadri Bhuvanagiri,508116,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4005,ESTGHYA,Hyderabad A,Telangana,SURYAPET,508206,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4006,ESTGHYA,Hyderabad A,Telangana,NALGONDA,508207,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4007,ESTGHYE,Hyderabad E,Telangana,SURYAPET,508213,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4008,ESTGHYA,Hyderabad A,Telangana,SURYAPET,508223,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4009,ESTGHYA,Hyderabad A,Telangana,NALGONDA,508243,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4010,ESTGHYA,Hyderabad A,Telangana,NALGONDA,508248,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4011,ESAPVIA,Vijaywada A,Andhra Pradesh,BHONGIR,508250,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4012,ESTGHYA,Hyderabad A,Telangana,BHONGIR,508252,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4013,ESTGHYA,Hyderabad A,Telangana,MAHABUB NAGAR,509001,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4014,ESTGHYA,Hyderabad A,Telangana,NAGAR KURNOOL,509102,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4015,ESTGHYA,Hyderabad A,Telangana,WANAPARTHY,509103,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4016,ESTGHYA,Hyderabad A,Telangana,GADWAL,509125,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4017,ESTGHYA,Hyderabad A,Telangana,GADWAL,509127,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4018,ESTGHYA,Hyderabad A,Telangana,NAGAR KURNOOL,509209,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4019,ESTGHYA,Hyderabad A,Telangana,MAHABUB NAGAR,509210,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4020,ESTGHYA,Hyderabad A,Telangana,RANGAREDDY,509216,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4021,ESTGHYA,Hyderabad A,Telangana,Rangareddy,509228,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4022,ESTGHYA,Hyderabad A,Telangana,MAHABUB NAGAR,509301,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4023,ESTGHYA,Hyderabad A,Telangana,RANGAREDDY,509321,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4024,ESTGHYA,Hyderabad A,Telangana,NAGAR KURNOOL,509324,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4025,ESTGHYA,Hyderabad A,Telangana,Rangareddy,509325,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4026,ESTGHYA,Hyderabad A,Telangana,MAHABUB NAGAR,509339,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4027,ESTGHYE,Hyderabad E,Telangana,Mahabub Nagar,509358,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4028,ESTGHYD,Hyderabad D,Telangana,Hyderabad,509359,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4029,ESTGHYA,Hyderabad A,Telangana,ANANTHAPUR,515001,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4030,ESTGHYA,Hyderabad A,Telangana,Ananthapur,515133,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4031,ESAPVIA,Vijaywada A,Andhra Pradesh,Ananthapur,515201,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4032,ESAPVIC,Vijaywada C,Andhra Pradesh,Ananthpur,515411,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4033,ESTGHYA,Hyderabad A,Telangana,Ananthapur,515591,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4034,ESAPVIC,Vijaywada C,Andhra Pradesh,Ananthpur,515671,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4035,ESTGHYA,Hyderabad A,Telangana,ANANTHAPUR,515761,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4036,ESAPVIC,Vijaywada C,Andhra Pradesh,ANANTHAPUR,515801,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4037,ESTGHYA,Hyderabad A,Telangana,KADAPA,516001,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4038,ESTGHYA,Hyderabad A,Telangana,Kadapa,516002,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4039,ESAPVIA,Vijaywada A,Andhra Pradesh,KADAPA,516115,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4040,ESAPVIS,Vishakapatnam,Andhra Pradesh,KADAPA,516360,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4041,ESAPVIA,Vijaywada A,Andhra Pradesh,KADAPA,516431,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4042,ESAPVIA,Vijaywada A,Andhra Pradesh,Chittoor,517001,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4043,ESAPVIA,Vijaywada A,Andhra Pradesh,Chittoor,517002,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4044,ESAPVIA,Vijaywada A,Andhra Pradesh,Chittoor,517325,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4045,ESAPVIC,Vijaywada C,Andhra Pradesh,Tirupati,517501,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4046,ESAPVIC,Vijaywada C,Andhra Pradesh,Tirupati,517502,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4047,ESAPVIB,Vijaywada B,Andhra Pradesh,CHITTOOR,517503,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4048,ESAPVIC,Vijaywada C,Andhra Pradesh,Chittoor,517504,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4049,ESAPVIC,Vijaywada C,Andhra Pradesh,Chittoor,517506,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4050,ESTGHYA,Hyderabad A,Telangana,Chittoor,517507,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4051,ESAPVIC,Vijaywada C,Andhra Pradesh,Puttur -Ap,517583,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4052,ESAPVIA,Vijaywada A,Andhra Pradesh,CHITTOOR,517640,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4053,ESAPVIC,Vijaywada C,Andhra Pradesh,Chittoor,517644,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4054,ESTGHYA,Hyderabad A,Telangana,Kurnool,518002,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4055,ESTGHYA,Hyderabad A,Telangana,Kurnool,518003,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4056,ESAPVIB,Vijaywada B,Andhra Pradesh,Kurnool,518004,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4057,EEODBHA,Bhadrak,Odisha,Mayurbhanj,518222,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4058,ESAPVIC,Vijaywada C,Andhra Pradesh,Kurnool,518301,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4059,ESAPVIB,Vijaywada B,Andhra Pradesh,Kurnool,518360,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4060,ESAPVIA,Vijaywada A,Andhra Pradesh,KURNOOL,518501,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4061,ESAPVIB,Vijaywada B,Andhra Pradesh,Vijayawada,520001,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4062,ESAPVIB,Vijaywada B,Andhra Pradesh,Vijayawada,520002,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4063,ESAPVIB,Vijaywada B,Andhra Pradesh,Vijayawada,520003,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4064,ESAPVIB,Vijaywada B,Andhra Pradesh,Vijayawada,520004,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4065,ESAPVIB,Vijaywada B,Andhra Pradesh,Vijayawada,520008,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4066,ENHRBLG,Ballabhgarh,Haryana,Vijayawada,520009,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4067,ESAPVIB,Vijaywada B,Andhra Pradesh,Vijayawada,520010,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4068,ESAPVIB,Vijaywada B,Andhra Pradesh,Vijayawada,520011,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4069,ESAPVIB,Vijaywada B,Andhra Pradesh,Vijayawada,520012,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4070,ESAPVIB,Vijaywada B,Andhra Pradesh,Vijayawada,520013,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4071,ESAPVIB,Vijaywada B,Andhra Pradesh,Vijayawada,521001,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4072,ESAPVIA,Vijaywada A,Andhra Pradesh,Krishna,521126,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4073,ESAPVIA,Vijaywada A,Andhra Pradesh,KRISHNA,521134,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4074,ESAPVIB,Vijaywada B,Andhra Pradesh,Jagghaiapet,521175,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4075,ESTGHYA,Hyderabad A,Telangana,KRISHNA,521185,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4076,ESAPVIB,Vijaywada B,Andhra Pradesh,KRISHNA,521201,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4077,ESAPVIS,Vishakapatnam,Andhra Pradesh,KRISHNA,521225,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4078,ESTGHYA,Hyderabad A,Telangana,KRISHNA,521235,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4079,ESAPVIB,Vijaywada B,Andhra Pradesh,Krishna,521256,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4080,ESAPVIB,Vijaywada B,Andhra Pradesh,KRISHNA,521301,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4081,ESAPVIA,Vijaywada A,Andhra Pradesh,Guntur,522001,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4082,ESAPVIB,Vijaywada B,Andhra Pradesh,GUNTUR,522002,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4083,ESAPVIA,Vijaywada A,Andhra Pradesh,GUNTUR,522004,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4084,ESTGHYA,Hyderabad A,Telangana,GUNTUR,522007,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4085,ESAPVIA,Vijaywada A,Andhra Pradesh,GUNTUR,522034,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4086,ESTGHYA,Hyderabad A,Telangana,Guntur,522124,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4087,ESAPVIA,Vijaywada A,Andhra Pradesh,Guntur,522202,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4088,ESTGHYA,Hyderabad A,Telangana,GUNTUR,522233,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4089,ESAPVIA,Vijaywada A,Andhra Pradesh,Guntur,522237,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4090,ESAPVIB,Vijaywada B,Andhra Pradesh,Guntur,522265,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4091,ESAPVIB,Vijaywada B,Andhra Pradesh,Guntur,522306,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4092,ESAPVIB,Vijaywada B,Andhra Pradesh,GUNTUR,522403,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4093,ESTGHYA,Hyderabad A,Telangana,GUNTUR,522413,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4094,ESTGHYA,Hyderabad A,Telangana,GUNTUR,522414,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4095,ESTGHYA,Hyderabad A,Telangana,GUNTUR,522503,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4096,ESAPVIA,Vijaywada A,Andhra Pradesh,Guntur,522509,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4097,ESAPVIA,Vijaywada A,Andhra Pradesh,GUNTUR,522601,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4098,ESAPVIB,Vijaywada B,Andhra Pradesh,GUNTUR,522616,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4099,ESTGHYA,Hyderabad A,Telangana,GUNTUR,522647,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4100,ESAPVIB,Vijaywada B,Andhra Pradesh,PRAKASAM,523001,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4101,ESAPVIA,Vijaywada A,Andhra Pradesh,PRAKASAM,523002,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4102,ESTGHYA,Hyderabad A,Telangana,PRAKASAM,523155,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4103,ESAPVIA,Vijaywada A,Andhra Pradesh,CHIRALA,523157,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4104,ESAPVIA,Vijaywada A,Andhra Pradesh,PRAKASAM,523201,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4105,ESAPVIA,Vijaywada A,Andhra Pradesh,PRAKASAM,523240,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4106,ESAPVIA,Vijaywada A,Andhra Pradesh,PRAKASAM,523253,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
4107,ESAPVIA,Vijaywada A,Andhra Pradesh,PRAKASAM,523263,YES,,,Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time),Wed May 20 2026 09:17:29 GMT+0530 (India Standard Time)
